precision,recall,accuracy,AP,AUC,CLL,HRcora_new_ind_1
,,,,,,
cora_new_ind,,,,,,
0,0,0.774840474020055,1,1,-22.361744,0
photos_new_ind_42,,,,,,
0,0,0.774840474020055,1,1,-25.8173,0
photos_new_ind_43,,,,,,
0,0,0.774840474020055,0.416666666666667,0.25,-12.192457,0
photos_new_ind_44,,,,,,
0,0,0.774840474020055,0.792857142857143,0.6875,-45.06309,0
photos_new_ind_45,,,,,,
0,0,0.774840474020055,1,1,-36.67454,0
photos_new_ind_46,,,,,,
0,0,0.774840474020055,0.833333333333333,0.875,-48.38278,0
photos_new_ind_47,,,,,,
0,0,0.774840474020055,1,1,-8.357547,0
photos_new_ind_48,,,,,,
0,0,0.774840474020055,0.411111111111111,0.166666666666667,-161.45193,0
photos_new_ind_49,,,,,,
0,0,0.774840474020055,0.833333333333333,0.875,-25.870712,0
photos_new_ind_50,,,,,,
0,0,0.774840474020055,1,1,-8.588174,0
